country,date,land_area,intentional_homicides,GDP_current_US,population,life_expectancy_at_birth,access_to_electricity%,inflation_annual%,gini_index,human_capital_index,intentional_homicides,CO2_emisions,real_interest_rate,tax_revenue%,expense%,political_stability_estimate,rule_of_law_estimate,life_expectancy_at_birth,population
Nicaragua,2008-01-01,120340.0,12.9401042,8496948363.0,5687744.0,70.586,77.52019501,19.82620313,,,12.9401042,4503.0,-2.606709571,13.20170593,15.20748063,-0.222542554,-0.808183551,70.586,5687744.0
Nicaragua,2009-01-01,120340.0,13.89794214,8298736418.0,5770639.0,71.433,77.916313,3.687001605,43.9,,13.89794214,4394.5,7.550798235,13.13760723,15.49732808,-0.305793792,-0.786913633,71.433,5770639.0
Nicaragua,2010-01-01,120340.0,13.40566472,8758619001.0,5855734.0,72.009,80.13485718,5.455134259,,,13.40566472,4513.2,6.767166763,13.67834036,14.99322559,-0.499709249,-0.837366939,72.009,5855734.0
Nicaragua,2011-01-01,120340.0,12.4189048,9774319977.0,5942553.0,72.416,81.2,8.082387981,,,12.4189048,4766.2,0.294104811,14.51971695,14.97510162,-0.269735813,-0.725575924,72.416,5942553.0
Nicaragua,2012-01-01,120340.0,11.15973898,10531980241.0,6030607.0,72.615,81.2815094,7.193550533,,,11.15973898,4686.0,5.413109787,15.00919379,15.2289368,-0.348777562,-0.733911514,72.615,6030607.0
Nicaragua,2013-01-01,120340.0,9.706867314,10982995267.0,6119379.0,72.704,81.89542389,7.135467853,,,9.706867314,4473.3,10.19139592,15.02042537,15.09068971,-0.249215871,-0.674381673,72.704,6119379.0
Nicaragua,2014-01-01,120340.0,8.455909799,11880434071.0,6208676.0,72.812,81.853073,6.035968618,46.2,,8.455909799,4758.6,4.746631711,15.31626638,15.42778079,-0.040780123,-0.714282215,72.812,6208676.0
Nicaragua,2015-01-01,120340.0,8.319311694,12756685522.0,6298598.0,72.983,83.24255371,3.997379967,,,8.319311694,5286.7,4.149499327,15.58958836,15.92432869,-0.092195526,-0.755197108,72.983,6298598.0
Nicaragua,2016-01-01,120340.0,7.090050687,13286101285.0,6389235.0,73.256,83.94796753,3.523173176,,,7.090050687,5410.7,6.547643927,16.1664462,16.39378383,-0.095483571,-0.657136381,73.256,6389235.0
Nicaragua,2017-01-01,120340.0,6.650689068,13785924374.0,6480532.0,73.554,84.62728119,3.850671663,,0.531,6.650689068,5428.9,6.392541674,16.57375161,16.52222793,-0.053823207,-0.662410617,73.554,6480532.0
Nicaragua,2018-01-01,120340.0,10.37699138,13025234959.0,6572233.0,73.85,85.21433258,4.94723728,,0.507381022,10.37699138,5024.8,8.025151154,15.69941645,16.84723739,-0.950931132,-1.078683734,73.85,6572233.0
Nicaragua,2019-01-01,120340.0,7.728179373,12699028991.0,6663924.0,74.054,85.66197968,5.376289908,,,7.728179373,5131.9,6.700250378,17.42176913,16.45177681,-0.992481053,-1.201523185,74.054,6663924.0
Nicaragua,2020-01-01,120340.0,,12678162404.0,6755895.0,71.795,86.00330353,3.681813416,,0.508098245,,4582.2,5.504180706,17.07566692,16.47879849,-0.585725188,-1.19912231,71.795,6755895.0
Nicaragua,2021-01-01,120340.0,11.00643161,14145880399.0,6850540.0,73.837,86.29147339,4.928413969,,,11.00643161,,5.856602905,18.90479875,17.2548292,-0.471998215,-1.365254283,73.837,6850540.0
Nicaragua,2022-01-01,,,15671583940.0,6948392.0,,,10.46742445,,,,,0.286798573,19.81373475,16.64950757,-0.348428488,-1.309880257,,6948392.0
Nicaragua,2023-01-01,,,,,,,,,,,,,,,,,,
Panama,2001-01-01,74340.0,9.996654714,12502013400.0,3061024.0,74.414,81.45079803,0.307062436,56.7,,9.996654714,6216.5,9.842253153,,,,,74.414,3061024.0
Panama,2002-01-01,74340.0,12.04745737,12994310400.0,3120990.0,74.824,82.11410522,1.005830904,56.1,,12.04745737,5410.0,8.764676966,,,0.345927984,-0.08833684,74.824,3120990.0
Panama,2003-01-01,74340.0,10.59212826,13693981200.0,3181608.0,75.218,87.8,0.391666667,55.7,,10.59212826,5525.3,8.696084684,,,0.073229544,-0.140504897,75.218,3181608.0
Panama,2004-01-01,74340.0,9.49646827,15013381700.0,3243311.0,75.544,83.44309998,0.182618079,54.8,,9.49646827,5609.5,6.726159456,,,0.084138364,-0.107689194,75.544,3243311.0
Panama,2005-01-01,74340.0,11.01072396,16374393900.0,3305868.0,75.829,84.12281036,3.181705195,53.8,,11.01072396,7116.4,6.797830724,,,-0.157522634,-0.101316899,75.829,3305868.0
Panama,2006-01-01,74340.0,6.56064058,18141666300.0,3368573.0,76.012,84.82176971,2.457893331,54.6,,6.56064058,7490.3,6.582834414,,,-0.067905001,-0.155252963,76.012,3368573.0
Panama,2007-01-01,74340.0,8.13028505,21295984200.0,3431614.0,76.154,85.54157257,4.168633165,52.7,,8.13028505,7484.3,3.785733756,,,-0.061348125,-0.174098477,76.154,3431614.0
Panama,2008-01-01,74340.0,14.10474965,25155888600.0,3495276.0,76.225,86.2786026,8.758683088,52.7,,14.10474965,7297.5,0.351852597,,,-0.097780146,-0.203979909,76.225,3495276.0
Panama,2009-01-01,74340.0,15.78943302,27116635600.0,3559343.0,76.343,87.02901459,2.409053167,51.8,,15.78943302,8698.5,1.085466452,,,0.062279519,-0.097268507,76.343,3559343.0
Panama,2010-01-01,74340.0,12.69449659,29440287600.0,3623617.0,76.448,86.85,3.491288675,51.6,0.513181925,12.69449659,9190.6,4.601493618,,,-0.116048209,-0.080293067,76.448,3623617.0
Panama,2011-01-01,74340.0,14.88339712,34686224300.0,3688674.0,76.627,88.55464935,5.8758025,51.3,,14.88339712,9994.1,1.581792865,,,-0.028218862,0.025878649,76.627,3688674.0
Panama,2012-01-01,74340.0,16.9646714,40429700000.0,3754862.0,76.819,89.32218933,5.698199403,51.7,,16.9646714,10461.6,1.458142219,,,-0.179432675,-0.222083896,76.819,3754862.0
Panama,2013-01-01,74340.0,17.3489542,45599900000.0,3821556.0,77.038,89.1,4.027160534,51.5,,17.3489542,10252.3,1.800083278,,,-0.141260922,-0.253400028,77.038,3821556.0
Panama,2014-01-01,74120.0,15.53181354,49921400000.0,3888793.0,77.248,90.84829712,2.626683654,50.5,,15.53181354,10758.1,2.626838885,10.26004682,13.30071141,0.209008202,-0.064788446,77.248,3888793.0
Panama,2015-01-01,74120.0,11.9026605,54091800000.0,3957099.0,77.468,91.60385895,0.13639971,50.8,,11.9026605,10609.9,3.91908601,10.10160612,14.43319125,0.37741518,-0.141504943,77.468,3957099.0
Panama,2016-01-01,74120.0,10.05877179,57907700000.0,4026336.0,77.653,92.35527039,0.739734025,50.4,,10.05877179,10652.4,4.506464847,10.37754165,14.13332619,0.400727749,0.033874173,77.653,4026336.0
Panama,2017-01-01,74120.0,9.228373685,62202700000.0,4096063.0,77.795,93.7,0.875585919,49.9,0.532,9.228373685,10136.4,4.951297775,9.995948999,14.41806821,0.380333245,0.007294163,77.795,4096063.0
Panama,2018-01-01,74180.0,9.627262872,67294169200.0,4165255.0,77.863,93.8,0.761578359,49.2,0.513944387,9.627262872,9918.8,2.4371186,9.594146361,13.59659887,0.252037287,-0.159152254,77.863,4165255.0
Panama,2019-01-01,74180.0,11.34072938,69721787500.0,4232532.0,77.81,93.9,-0.355083821,49.8,,11.34072938,13099.9,6.753458796,8.655473534,15.04963434,0.290878117,-0.192042068,77.81,4232532.0
Panama,2020-01-01,74180.0,11.64307953,57086836900.0,4294396.0,76.657,95.33601379,-1.550275408,,0.501601994,11.64307953,9582.7,7.601182235,8.046183518,19.25980413,0.235460699,-0.285406232,76.657,4294396.0
Panama,2021-01-01,74180.0,12.73192383,67406738100.0,4351267.0,76.223,95.25108255,1.630703373,50.9,,12.73192383,,4.906399624,7.459460647,17.13862571,0.307120055,-0.2686961,76.223,4351267.0
Panama,2022-01-01,,,76522511800.0,4408581.0,,,2.857482822,,,,,4.351510255,,,0.297832072,-0.360025138,,4408581.0
Panama,2023-01-01,,,,,,,,48.9,,,,,,,,,,
